Start,End,Hours,Quality
0.035416667,0.381944444,0.346527778,0.39
0.949305556,0.290277778,0.340972222,0.28282827
0.953472222,0.316666667,0.363194444,0.3809524
0.980555556,0.302083333,0.321527778,0.3655914
0.979166667,0.33125,0.352083333,0.4117647
0.99375,0.307638889,0.313888889,0.52747256
0.043055556,0.348611111,0.305555556,0.32954547
0.341666667,0.392361111,0.050694444,0.4
0.05625,0.3375,0.28125,0.24390244
0.969444444,0.334722222,0.365277778,0.43396226
0.996527778,0.323611111,0.327083333,0.47368422
0.965972222,0.304166667,0.338194444,0.37755102
0.977083333,0.296527778,0.319444444,0.39130434
0.975694444,0.298611111,0.322916667,0.40860215
0.054166667,0.322916667,0.26875,0.41025642
0.979861111,0.334027778,0.354166667,0.2647059
0.292361111,0.322222222,0.029861111,0.52380955
0.974305556,0.292361111,0.318055556,0.38043478
0.952083333,0.333333333,0.38125,0.44545454
0.965277778,0.29375,0.328472222,0.2
0.986805556,0.327777778,0.340972222,0.36363637
0.972222222,0.295138889,0.322916667,0.29032257
0.086805556,0.378472222,0.291666667,0.26190478
0.077777778,0.431944444,0.354166667,0.29126215
0.983333333,0.320138889,0.336805556,0.41237113
0.975,0.309027778,0.334027778,0.4329897
0.992361111,0.309722222,0.317361111,0.45652175
0.994444444,0.297222222,0.302777778,0.39772728
0.0625,0.416666667,0.3125,0.53846157
0.027777778,0.39375,0.365972222,0.3773585
0.961111111,0.300694444,0.339583333,0.36734694
0.983333333,0.313888889,0.330555556,0.34375
0.966666667,0.297916667,0.33125,0.30208334
0.985416667,0.311111111,0.325694444,0.29787233
0.964583333,0.315972222,0.351388889,0.38235295
0.979166667,0.304861111,0.325694444,0.26595744
0.044444444,0.372222222,0.327777778,0.29473683
0.006944444,0.340972222,0.334027778,0.49484536
0.98125,0.3375,0.35625,0.407767
0.995833333,0.285416667,0.289583333,0.5119048
0.936805556,0.275694444,0.338888889,0.35714287
0.983333333,0.3,0.316666667,0.36956522
0.028472222,0.340277778,0.311805556,0.34444445
0.986805556,0.339583333,0.352777778,0.37254903
0.975,0.3,0.325,0.20212767
0.968055556,0.311111111,0.343055556,0.3131313
0.971527778,0.311805556,0.340277778,0.3877551
0.004861111,0.329166667,0.324305556,0.42553192
0.028472222,0.330555556,0.302083333,0.41379312
0.90625,0.170138889,0.263888889,0.27631578
0.956944444,0.284722222,0.327777778,0.4631579
0.911805556,0.19375,0.281944444,0.42682928
0.959027778,0.297916667,0.338888889,0.45918366
0.94375,0.3,0.35625,0.48863637
0.020138889,0.333333333,0.313194444,0.40625
0.991666667,0.333333333,0.341666667,0.31034482
0.959027778,0.325694444,0.366666667,0.5959596
0.961805556,0.338194444,0.376388889,0.61728394
0.970138889,0.327777778,0.357638889,0.5568182
0.974305556,0.315972222,0.341666667,0.42857143
0.9875,0.322916667,0.335416667,0.5903614
0.019444444,0.389583333,0.370138889,0.57
0.007638889,0.340277778,0.332638889,0.5365854
0.965972222,0.339583333,0.373611111,0.61728394
0.994444444,0.332638889,0.338194444,0.4939759
0.951388889,0.313888889,0.3625,0.5102041
0.999305556,0.313888889,0.314583333,0.46391752
0.978472222,0.375694444,0.397222222,0.5697674
0.960416667,0.334027778,0.373611111,0.5925926
0.953472222,0.274305556,0.320833333,0.42424244
0.959722222,0.333333333,0.373611111,0.60493827
0.975,0.316666667,0.341666667,0.5952381
0.989583333,0.339583333,0.35,0.60465115
0.979861111,0.311111111,0.33125,0.47560975
0.984722222,0.316666667,0.331944444,0.5
0.994444444,0.386805556,0.392361111,0.5647059
0.928472222,0.265277778,0.336805556,0.5421687
0.981944444,0.324305556,0.342361111,0.5595238
0.965972222,0.298611111,0.332638889,0.5731707
0.00625,0.318055556,0.311805556,0.53333336
0.958333333,0.325,0.366666667,0.5151515
0.940277778,0.315972222,0.375694444,0.5555556
0.097916667,0.416666667,0.31875,0.5102041
0.133333333,0.417361111,0.284027778,0.5487805
0.970138889,0.339583333,0.369444444,0.57575756
0.952777778,0.3375,0.384722222,0.55421686
0.984722222,0.325,0.340277778,0.48809522
0.00625,0.336805556,0.330555556,0.5925926
0.004166667,0.334027778,0.329861111,0.50617284
0.0125,0.411805556,0.399305556,0.61627907
0.021527778,0.389583333,0.368055556,0.5252525
0.998611111,0.346527778,0.347916667,0.5697674
0.977083333,0.302777778,0.325694444,0.525
0.959027778,0.339583333,0.380555556,0.5731707
0.971527778,0.329166667,0.357638889,0.5681818
0.980555556,0.367361111,0.386805556,0.60240966
0.031944444,0.338194444,0.30625,0.60227275
0.950694444,0.327777778,0.377083333,0.60493827
0.991666667,0.363888889,0.372222222,0.5875
0.999305556,0.340972222,0.341666667,0.54761904
0.96875,0.315972222,0.347222222,0.47674417
0.984027778,0.323611111,0.339583333,0.53571427
0.033333333,0.400694444,0.367361111,0.57575756
0.059722222,0.377777778,0.318055556,0.53061223
0.057638889,0.386805556,0.329166667,0.5925926
0.009027778,0.346527778,0.3375,0.60240966
0.008333333,0.334027778,0.325694444,0.55
0.015277778,0.320833333,0.305555556,0.5568182
0.997222222,0.327777778,0.330555556,0.5925926
0.059027778,0.338194444,0.279166667,0.5875
0.047916667,0.418055556,0.370138889,0.5625
0.978472222,0.366666667,0.388194444,0.5952381
0.016666667,0.3125,0.295833333,0.5411765
0.978472222,0.326388889,0.347916667,0.53488374
0.963888889,0.327777778,0.363888889,0.5
0.994444444,0.320138889,0.325694444,0.575
0.985416667,0.315277778,0.329861111,0.5555556
0.040277778,0.390972222,0.350694444,0.55813956
0.875,0.224305556,0.349305556,0.55813956
0.973611111,0.338194444,0.364583333,0.5714286
0.988194444,0.329166667,0.340972222,0.48809522
0.982638889,0.328472222,0.345833333,0.5529412
0.947916667,0.332638889,0.384722222,0.60240966
0.029166667,0.361111111,0.331944444,0.597561
0.002083333,0.411805556,0.409722222,0.5714286
0.98125,0.340277778,0.359027778,0.62886596
0.955555556,0.336111111,0.380555556,0.6219512
0.985416667,0.303472222,0.318055556,0.47959185
0.995138889,0.313194444,0.318055556,0.56122446
0.979166667,0.309722222,0.330555556,0.5731707
0.013888889,0.334027778,0.320138889,0.5151515
0.913888889,0.21875,0.304861111,0.52272725
0.047222222,0.390972222,0.34375,0.5176471
0.969444444,0.303472222,0.334027778,0.5243902
0.961805556,0.328472222,0.366666667,0.5959596
0.014583333,0.401388889,0.386805556,0.5903614
0.974305556,0.315972222,0.341666667,0.45238096
0.873611111,0.1875,0.313888889,0.5670103
0.00625,0.327083333,0.320833333,0.54545456
0.957638889,0.340972222,0.383333333,0.61445785
0.984722222,0.324305556,0.339583333,0.5119048
0.961805556,0.324305556,0.3625,0.5510204
0.960416667,0.324305556,0.363888889,0.5714286
0.998611111,0.368055556,0.369444444,0.55
0.019444444,0.398611111,0.379166667,0.5487805
0.995138889,0.319444444,0.324305556,0.6125
0.9625,0.300694444,0.338194444,0.4939759
0.982638889,0.326388889,0.34375,0.5529412
0.957638889,0.309722222,0.352083333,0.5862069
0.980555556,0.322916667,0.342361111,0.54761904
0.977777778,0.319444444,0.341666667,0.48809522
0.89375,0.222222222,0.328472222,0.54320985
0.969444444,0.313194444,0.34375,0.5882353
0.961111111,0.325694444,0.364583333,0.52040815
0.940972222,0.246527778,0.305555556,0.6136364
0.980555556,0.331944444,0.351388889,0.57471263
0.971527778,0.320833333,0.349305556,0.45348838
0.978472222,0.327777778,0.349305556,0.53488374
0.031944444,0.317361111,0.285416667,0.5365854
0.960416667,0.320138889,0.359722222,0.5463917
0.947222222,0.302777778,0.355555556,0.5568182
0.9375,0.28125,0.34375,0.49411765
0.927777778,0.219444444,0.291666667,0.5714286
0.98125,0.329166667,0.347916667,0.61627907
0.988194444,0.320833333,0.332638889,0.4512195
0.977777778,0.324305556,0.346527778,0.5529412
0.959722222,0.318055556,0.358333333,0.52577317
0.945138889,0.320138889,0.375,0.5555556
0.914583333,0.211111111,0.296527778,0.47058824
0.944444444,0.284722222,0.340277778,0.60714287
0.959722222,0.315277778,0.355555556,0.59090906
0.952083333,0.309722222,0.357638889,0.5113636
0.95,0.316666667,0.366666667,0.54545456
0.959027778,0.306944444,0.347916667,0.5
0.959027778,0.308333333,0.349305556,0.55813956
0.931944444,0.282638889,0.350694444,0.47126436
0.925,0.213194444,0.288194444,0.57831323
0.926388889,0.319444444,0.393055556,0.63529414
0.854861111,0.086111111,0.23125,0.48
0.852777778,0.231944444,0.379166667,0.597561
0.9125,0.211111111,0.298611111,0.61627907
0.95,0.284027778,0.334027778,0.56626505
0.954166667,0.335416667,0.38125,0.5487805
0.972916667,0.344444444,0.371527778,0.6
0.995138889,0.322222222,0.327083333,0.4814815
0.951388889,0.313194444,0.361805556,0.5102041
0.929166667,0.271527778,0.342361111,0.5647059
0.940277778,0.223611111,0.283333333,0.5609756
0.975694444,0.338888889,0.363194444,0.5714286
0.986805556,0.329861111,0.343055556,0.45882353
0.965972222,0.308333333,0.342361111,0.5058824
0.954861111,0.317361111,0.3625,0.46938777
0.945138889,0.317361111,0.372222222,0.6125
0.95625,0.297916667,0.341666667,0.5
0.986805556,0.335416667,0.348611111,0.53488374
0.934027778,0.2125,0.278472222,0.5125
0.003472222,0.316666667,0.313194444,0.5416667
0.95625,0.316666667,0.360416667,0.53608245
0.927777778,0.298611111,0.370833333,0.5375
0.990972222,0.320138889,0.329166667,0.5555556
0.993055556,0.28125,0.288194444,0.4698795
0.964583333,0.328472222,0.363888889,0.5102041
0.889583333,0.21875,0.329166667,0.5185185
0.972222222,0.324305556,0.352083333,0.5632184
0.95625,0.333333333,0.377083333,0.5925926
0.995833333,0.325694444,0.329861111,0.5802469
0.965972222,0.325,0.359027778,0.58762884
0.990277778,0.29375,0.303472222,0.4827586
0.976388889,0.253472222,0.277083333,0.46464646
0.022222222,0.341666667,0.319444444,0.48979592
0.96875,0.338888889,0.370138889,0.57
0.969444444,0.313194444,0.34375,0.6117647
0.984027778,0.325,0.340972222,0.5714286
0.967361111,0.314583333,0.347222222,0.61627907
0.940972222,0.309722222,0.36875,0.61616164
0.923611111,0.25,0.326388889,0.6
0.963888889,0.291666667,0.327777778,0.5925926
0.006944444,0.333333333,0.326388889,0.5625
0.959722222,0.317361111,0.357638889,0.5568182
0.992361111,0.315972222,0.323611111,0.6125
0.974305556,0.321527778,0.347222222,0.61627907
0.988194444,0.335416667,0.347222222,0.61627907
0.007638889,0.361805556,0.354166667,0.59770113
0.975,0.319444444,0.344444444,0.49411765
0.967361111,0.3125,0.345138889,0.5764706
0.971527778,0.315277778,0.34375,0.6
0.917361111,0.299305556,0.381944444,0.57831323
0.989583333,0.25,0.260416667,0.62222224
0.025,0.342361111,0.317361111,0.53061223
0.970833333,0.309722222,0.338888889,0.5833333
0.986111111,0.318055556,0.331944444,0.5609756
0.98125,0.329861111,0.348611111,0.5813953
0.981944444,0.297916667,0.315972222,0.6082474
0.947222222,0.246527778,0.299305556,0.55813956
0.959722222,0.370138889,0.410416667,0.59183675
0.961805556,0.329861111,0.368055556,0.6060606
0.002777778,0.318055556,0.315277778,0.58762884
0.028472222,0.328472222,0.3,0.5
0.980555556,0.33125,0.350694444,0.61627907
0.946527778,0.25,0.303472222,0.51724136
0.955555556,0.295138889,0.339583333,0.5714286
0.977083333,0.34375,0.366666667,0.5555556
0.967361111,0.3625,0.395138889,0.5647059
0.118055556,0.333333333,0.215277778,0.43010753
0.983333333,0.291666667,0.308333333,0.5280899
0.990972222,0.288888889,0.297916667,0.5232558
0.9625,0.246527778,0.284027778,0.5609756
0.968055556,0.327777778,0.359722222,0.45360824
0.992361111,0.352777778,0.360416667,0.556701
0.007638889,0.322916667,0.315277778,0.4226804
0.978472222,0.330555556,0.352083333,0.54022986
0.95,0.329166667,0.379166667,0.6219512
0.986111111,0.322222222,0.336111111,0.5301205
0.954861111,0.291666667,0.336805556,0.57831323
0.947222222,0.253472222,0.30625,0.54545456
0.997222222,0.3875,0.390277778,0.64285713
0.972916667,0.331944444,0.359027778,0.5113636
0.979861111,0.334027778,0.354166667,0.49425286
0.977777778,0.336805556,0.359027778,0.556701
0.955555556,0.329861111,0.374305556,0.5802469
0.976388889,0.291666667,0.315277778,0.5154639
0.9625,0.250694444,0.288194444,0.60240966
0.977083333,0.3125,0.335416667,0.46341464
0.003472222,0.334027778,0.330555556,0.54320985
0.979166667,0.339583333,0.360416667,0.58762884
0.969444444,0.33125,0.361805556,0.5051546
0.977777778,0.300694444,0.322916667,0.5151515
0.956944444,0.270138889,0.313194444,0.625
0.945138889,0.330555556,0.385416667,0.56626505
0.023611111,0.373611111,0.35,0.5232558
0.95625,0.329861111,0.373611111,0.60493827
0.977777778,0.329166667,0.351388889,0.52873564
0.998611111,0.329166667,0.330555556,0.5555556
0.397222222,0.503472222,0.10625,0.38043478
0.970833333,0.302777778,0.331944444,0.5365854
0.989583333,0.25,0.260416667,0.51111114
0.99375,0.346527778,0.352777778,0.55172414
0.972916667,0.344444444,0.371527778,0.5875
0.986805556,0.333333333,0.346527778,0.5882353
0.892361111,0.297916667,0.405555556,0.556701
0.015277778,0.334722222,0.319444444,0.5714286
0.940972222,0.245138889,0.304166667,0.57954544
0.009027778,0.334722222,0.325694444,0.5625
0.039583333,0.352083333,0.3125,0.5777778
0.979861111,0.326388889,0.346527778,0.5697674
0.952083333,0.33125,0.379166667,0.5487805
0.96875,0.323611111,0.354861111,0.6321839
0.954861111,0.2875,0.332638889,0.5365854
0.963194444,0.247916667,0.284722222,0.5121951
0.006944444,0.34375,0.336805556,0.4939759
0.954861111,0.329861111,0.375,0.56790125
0.995138889,0.335416667,0.340277778,0.53571427
0.940972222,0.325694444,0.384722222,0.55421686
0.932638889,0.315972222,0.383333333,0.60240966
0.947916667,0.282638889,0.334722222,0.56626505
0.949305556,0.329166667,0.379861111,0.5609756
0.974305556,0.247222222,0.272916667,0.56122446
0.955555556,0.319444444,0.363888889,0.52040815
0.978472222,0.316666667,0.338194444,0.5421687
0.979166667,0.321527778,0.342361111,0.5952381
0.008333333,0.35,0.341666667,0.54761904
0.966666667,0.24375,0.277083333,0.5151515
0.995138889,0.317361111,0.322222222,0.41414142
0.009027778,0.329861111,0.320833333,0.56565654
0.989583333,0.335416667,0.345833333,0.5647059
0.989583333,0.339583333,0.35,0.5697674
0.016666667,0.289583333,0.272916667,0.6020408
0.954166667,0.222222222,0.268055556,0.5208333
0.986805556,0.4125,0.425694444,0.5121951
0.007638889,0.325,0.317361111,0.47959185
0.013888889,0.331944444,0.318055556,0.5102041
0.959722222,0.325694444,0.365972222,0.3838384
0.94375,0.359027778,0.415277778,0.5050505
0.050694444,0.340277778,0.289583333,0.44578314
0.951388889,0.210416667,0.259027778,0.48314607
0.015972222,0.330555556,0.314583333,0.58762884
0.038888889,0.384722222,0.345833333,0.67058825
0.977083333,0.330555556,0.353472222,0.55172414
0.971527778,0.324305556,0.352777778,0.6896552
0.544444444,0.599305556,0.054861111,0.4
0.979861111,0.290972222,0.311111111,0.6333333
0.265972222,0.375,0.109027778,0.19148937
0.002777778,0.241666667,0.238888889,0.5
0.031944444,0.423611111,0.391666667,0.32941177
0.001388889,0.332638889,0.33125,0.46341464
0.986111111,0.329861111,0.34375,0.6
0.984027778,0.330555556,0.346527778,0.3882353
0.015277778,0.293055556,0.277777778,0.5375
0.000694444,0.327083333,0.326388889,0.44444445
0.972222222,0.246527778,0.274305556,0.54545456
0.979166667,0.346527778,0.367361111,0.34343433
0.270138889,0.424305556,0.154166667,0.6179775
0.988194444,0.328472222,0.340277778,0.4047619
0.994444444,0.322222222,0.327777778,0.6296296
0.970138889,0.322916667,0.352777778,0.7126437
0.950694444,0.321527778,0.370833333,0.56962025
0.966666667,0.283333333,0.316666667,0.371134
0.953472222,0.234722222,0.28125,0.5555556
0.970138889,0.304166667,0.334027778,0.5243902
0.99375,0.329166667,0.335416667,0.72289157
0.999305556,0.322916667,0.323611111,0.64
0.008333333,0.344444444,0.336111111,0.43373495
0.963888889,0.244444444,0.280555556,0.56790125
0.941666667,0.30625,0.364583333,0.5
0.945138889,0.318055556,0.372916667,0.75308645
0.981944444,0.31875,0.336805556,0.62650603
0.985416667,0.315972222,0.330555556,0.46341464
0.950694444,0.260416667,0.309722222,0.5168539
0.986805556,0.234722222,0.247916667,0.44186047
0.99375,0.3625,0.36875,0.4949495
0.952083333,0.321527778,0.369444444,0.46
0.922916667,0.317361111,0.394444444,0.5176471
0.968055556,0.309027778,0.340972222,0.4047619
0.95625,0.290277778,0.334027778,0.5121951
0.993055556,0.329861111,0.336805556,0.55421686
0.999305556,0.357638889,0.358333333,0.46391752
0.94375,0.244444444,0.300694444,0.6627907
0.963194444,0.315277778,0.352083333,0.47126436
0.992361111,0.328472222,0.336111111,0.5060241
0,0.336805556,0.336805556,0.6506024
0.954166667,0.326388889,0.372222222,0.6875
0.968055556,0.241666667,0.273611111,0.5816327
0.955555556,0.324305556,0.36875,0.46464646
0.949305556,0.320833333,0.371527778,0.5875
0.995833333,0.318055556,0.322222222,0.36363637
0.002083333,0.321527778,0.319444444,0.7244898
0.953472222,0.288888889,0.335416667,0.5421687
0.954166667,0.249305556,0.295138889,0.5764706
0.984027778,0.368055556,0.384027778,0.686747
0.95625,0.322916667,0.366666667,0.53535354
0.984722222,0.309722222,0.325,0.5
0.989583333,0.30625,0.316666667,0.5
0.952777778,0.324305556,0.371527778,0.55
0.909027778,0.283333333,0.332638889,0.37804878
0.9625,0.249305556,0.286805556,0.72289157
0.979166667,0.315972222,0.336805556,0.37349397
0.927777778,0.304861111,0.377083333,0.37037036
0.939583333,0.273611111,0.334027778,0.5121951
0.965972222,0.321527778,0.355555556,0.48863637
0.9875,0.322916667,0.335416667,0.44578314
0.945833333,0.281944444,0.336111111,0.55421686
0.979166667,0.234722222,0.255555556,0.53409094
0.942361111,0.328472222,0.386111111,0.40963855
0.961805556,0.311805556,0.35,0.3255814
0.9625,0.321527778,0.359027778,0.68041235
0.974305556,0.321527778,0.347222222,0.61627907
0.005555556,0.281944444,0.276388889,0.56565654
0.949305556,0.229861111,0.280555556,0.61728394
0.977777778,0.306944444,0.329166667,0.43209878
0.975694444,0.321527778,0.345833333,0.49411765
0.93125,0.317361111,0.386111111,0.61445785
0.913888889,0.28125,0.367361111,0.5252525
0.970138889,0.311111111,0.340972222,0.39285713
0.973611111,0.31875,0.345138889,0.42352942
0.958333333,0.243055556,0.284722222,0.5
0.970833333,0.3,0.329166667,0.4814815
0.963888889,0.313888889,0.35,0.5697674
0.945138889,0.320138889,0.375,0.5925926
0.940277778,0.275694444,0.335416667,0.60240966
0.9875,0.315972222,0.328472222,0.6419753
0.934722222,0.229166667,0.294444444,0.3882353
0.988194444,0.354861111,0.366666667,0.5252525
0.954861111,0.310416667,0.355555556,0.625
0.930555556,0.295138889,0.364583333,0.3469388
0.925694444,0.278472222,0.352777778,0.49425286
0.013194444,0.308333333,0.295138889,0.44705883
0.922916667,0.273611111,0.350694444,0.49425286
0.965972222,0.209027778,0.243055556,0.5
0.930555556,0.304861111,0.374305556,0.5925926
0.947222222,0.295138889,0.347916667,0.5
0.965972222,0.299305556,0.333333333,0.6585366
0.949305556,0.3,0.350694444,0.39534885
0.911111111,0.270138889,0.359027778,0.40206185
0.909722222,0.203472222,0.29375,0.5294118
0.932638889,0.299305556,0.366666667,0.37373737
0.975,0.291666667,0.316666667,0.64285713
0.930555556,0.286805556,0.35625,0.42045453
0.947916667,0.286111111,0.338194444,0.5180723
0.363888889,0.420138889,0.05625,0.25263157
0.95,0.201388889,0.251388889,0.4597701
0.945138889,0.290277778,0.345138889,0.5647059
0.953472222,0.296527778,0.343055556,0.25882354
0.9625,0.304861111,0.342361111,0.48809522
0.965972222,0.296527778,0.330555556,0.50617284
0.984722222,0.288888889,0.304166667,0.47727272
0.927083333,0.286111111,0.359027778,0.54545456
0.995833333,0.300694444,0.304861111,0.64772725
0.977083333,0.219444444,0.242361111,0.64285713
0.965277778,0.285416667,0.320138889,0.64646465
0.975694444,0.304166667,0.328472222,0.7654321
0.002083333,0.273611111,0.271527778,0.556701
0.902083333,0.20625,0.304166667,0.625
0.948611111,0.205555556,0.256944444,0.505618
0.947916667,0.284027778,0.336111111,0.61445785
0.9625,0.28125,0.31875,0.53061223
0.970138889,0.275694444,0.305555556,0.67045456
0.2375,0.340277778,0.102777778,0.5505618
0.977083333,0.284027778,0.306944444,0.39772728
0.990277778,0.283333333,0.293055556,0.47619048
0.932638889,0.284722222,0.352083333,0.57471263
0.917361111,0.195138889,0.277777778,0.625
0.984027778,0.345138889,0.361111111,0.4226804
0.963194444,0.291666667,0.328472222,0.72839504
0.279861111,0.43125,0.151388889,0.09195402
0.963888889,0.291666667,0.327777778,0.6296296
0.935416667,0.271527778,0.336111111,0.45783132
0.960416667,0.286805556,0.326388889,0.5625
0.96875,0.284027778,0.315277778,0.5051546
0.907638889,0.234722222,0.327083333,0.41975307
0.2375,0.561805556,0.324305556,0.575
0.969444444,0.282638889,0.313194444,0.5104167
0.938194444,0.2875,0.349305556,0.5813953
0.90625,0.278472222,0.372222222,0.575
0.935416667,0.168055556,0.232638889,0.525
0.929861111,0.225,0.295138889,0.5647059
0.990277778,0.229166667,0.238888889,0.46341464
0.988194444,0.323611111,0.335416667,0.4698795
0.025,0.381944444,0.356944444,0.48863637